,Artist,Track,Popularity,Track_Number,Album_Name,Total_Tracks,Release_Date
23,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,79,29,Icarus Falls,29,2018-12-14
24,Bea Miller,like that,73,5,aurora,14,2018-02-23
25,Logic,Ballin,74,8,Uncle Drew (Original Motion Picture Soundtrack),16,2018-06-15
26,Sabrina Carpenter,Sue Me,71,4,Singular Act I,8,2018-11-09
27,City Girls,Twerk (feat. Cardi B),68,2,Girl Code,13,2018-11-16
28,Future,Hard Work Pays Off,70,16,Future & Juice WRLD Present... WRLD ON DRUGS,16,2018-10-19
29,Maddie & Tae,Die From A Broken Heart,68,1,Die From A Broken Heart,1,2018-10-19
30,Princess Chelsea,I Love My Boyfriend,69,4,The Loneliest Girl,12,2018-09-07
31,Her's,Harvey,69,1,Invitation to Her's,11,2018-08-24
32,BTS,MIC Drop (Steve Aoki Remix) - Full Length Edition,77,9,Love Yourself 結 'Answer',26,2018-08-24
33,Dominic Fike,She Wants My Money,69,2,"Don't Forget About Me, Demos",8,2018-10-16
34,The Weeknd,Hurt You,72,5,"My Dear Melancholy,",7,2018-03-30
35,Saweetie,ICY GRL,69,5,High Maintenance,9,2018-03-16
36,Devin Dawson,All On Me,67,2,Dark Horse,12,2018-01-19
37,Ariana Grande,everytime,71,8,Sweetener,15,2018-08-17
38,Cardi B,Ring (feat. Kehlani),67,8,Invasion of Privacy,13,2018-04-06
39,Kina Grannis,Can't Help Falling In Love,74,10,Crazy Rich Asians (Original Motion Picture Soundtrack),14,2018-08-10
40,Nipsey Hussle,Grinding All My Life,70,11,Victory Lap,16,2018-02-16
41,Quando Rondo,ABG,66,12,Life B4 Fame,12,2018-05-29
42,Queen Naija,Butterflies,67,4,Queen Naija,5,2018-07-27
43,Jay Rock,Wow Freestyle (feat. Kendrick Lamar),71,11,Redemption,15,2018-06-15
44,Sasha Alex Sloan,Older,65,3,Loser,6,2018-11-29
45,Peach Pit,Tommy's Party,69,9,Being So Normal,9,2018-06-28
46,Dynoro,In My Mind,82,1,In My Mind,1,2018-06-08
47,Yung Gravy,1 Thot 2 Thot Red Thot Blue Thot,68,4,Snow Cougar,7,2018-05-04
48,Alina Baraz,Floating (feat. Khalid),70,2,The Color Of You,9,2018-04-06
0,BTS,Serendipity - Full Length Edition,75,3,Love Yourself 結 'Answer',26,2018-08-24
1,Jakob,Velvet Light,69,1,Velvet Light,1,2018-04-05
2,BTS,The Truth Untold,76,3,Love Yourself 轉 'Tear',11,2018-05-18
3,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,70,7,SR3MM,27,2018-05-04
4,BTS,IDOL,78,15,Love Yourself 結 'Answer',26,2018-08-24
5,Maroon 5,Cold (feat. Future),66,15,Red Pill Blues (Deluxe),16,2018-06-15
6,Joyner Lucas,I Love,69,1,I Love,1,2018-10-17
7,Current Joys,Fear,69,2,A Different Age,9,2018-03-02
8,Johnny Orlando,What If (I Told You I Like You),77,1,What If (I Told You I Like You),1,2018-05-18
9,Iggy Azalea,Kream (feat. Tyga),72,3,Survive The Summer,6,2018-08-03
10,Calvin Harris,Promises (with Sam Smith),78,1,Promises (with Sam Smith),1,2018-08-17
11,EXO,Love Shot,77,1,LOVE SHOT– The 5th Album Repackage,15,2018-12-13
12,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),69,15,Victory Lap,16,2018-02-16
13,BTS,Magic Shop,76,7,Love Yourself 轉 'Tear',11,2018-05-18
14,Ariana Grande,R.E.M,70,4,Sweetener,15,2018-08-17
15,mxmtoon,feelings are fatal,68,3,plum blossom,7,2018-12-07
16,The Carters,APESHIT,64,2,EVERYTHING IS LOVE,9,2018-06-16
17,Logic,44 More,69,13,Bobby Tarantino II,13,2018-03-09
18,Pedro Capó,Calma - Remix,77,1,Calma (Remix),1,2018-10-05
19,BTS,Airplane pt.2,75,8,Love Yourself 轉 'Tear',11,2018-05-18
20,Maroon 5,Girls Like You,65,9,Red Pill Blues (Deluxe),16,2018-06-15
21,Lucy Dacus,Night Shift,67,1,Historian,10,2018-03-02
22,Yung Bleu,Ice On My Baby (feat. Kevin Gates) - Remix,68,1,Ice On My Baby (feat. Kevin Gates) [Remix],1,2018-09-21
23,Lauv,Paris in the Rain,75,2,I met you when I was 18. (the playlist),17,2018-05-31
24,Bazzi,Myself,71,3,COSMIC,16,2018-04-12
25,Cavetown,Talk to Me,69,4,Dear.,4,2018-06-29
26,The 1975,Love It If We Made It,70,5,A Brief Inquiry Into Online Relationships,15,2018-11-30
27,Alan Walker,Faded,81,15,Different World,15,2018-12-14
28,The 1975,It's Not Living (If It's Not With You),74,11,A Brief Inquiry Into Online Relationships,15,2018-11-30
29,Lady Gaga,Shallow - Radio Edit,76,6,A Star Is Born Soundtrack (Without Dialogue),19,2018-10-05
30,Nicki Minaj,Good Form (feat. Lil Wayne) - Remix,68,20,Queen (Deluxe),20,2018-11-29
31,Kacey Musgraves,High Horse,67,11,Golden Hour,13,2018-03-30
32,Kelsea Ballerini,Miss Me More,65,2,Unapologetically (Deluxe Edition),15,2018-10-26
33,ScHoolboy Q,X (with 2 Chainz & Saudi),70,3,Black Panther The Album Music From And Inspired By,14,2018-02-09
34,BTS,Intro: Singularity,74,1,Love Yourself 轉 'Tear',11,2018-05-18
35,awfultune,Things That I Miss,69,7,Peace and Quiet,8,2018-04-02
36,iKON,LOVE SCENARIO,74,1,Return,12,2018-01-25
37,Dan + Shay,Tequila,67,1,Tequila,1,2018-01-10
38,Giveon,Garden Kisses,66,1,Garden Kisses,1,2018-08-08
39,Megan Thee Stallion,Big Ole Freak,65,7,Tina Snow,10,2018-12-21
40,Zara Larsson,Ruin My Life,71,1,Ruin My Life,1,2018-10-18
41,Whethan,Good Nights (feat. Mascolo),67,4,"Life of a Wallflower, Vol. 1",8,2018-11-09
42,CVBZ,2 Gone,66,1,2 Gone,1,2018-07-13
43,tobi lou,Darlin',67,1,Darlin',1,2018-04-23
44,Justin Timberlake,Say Something (feat. Chris Stapleton),72,9,Man of the Woods,16,2018-02-02
45,Still Woozy,Lucy,67,1,Lucy,1,2018-03-22
46,Megan Thee Stallion,Cocky Af,66,10,Tina Snow,10,2018-12-21
47,Gregory Alan Isakov,San Luis,69,2,Evening Machines,12,2018-10-05
48,Zedd,Happy Now,73,1,Happy Now,1,2018-07-18
0,Ella Mai,Shot Clock,66,7,Ella Mai,16,2018-10-12
1,The Marías,Over the Moon,66,5,"Superclean, Vol. II",6,2018-09-28
2,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),64,14,Red Pill Blues (Deluxe),16,2018-06-15
3,Jeremy Zucker,better off,70,4,glisten,4,2018-05-04
4,Craig Campbell,Outskirts of Heaven,65,3,See You Try,7,2018-06-08
5,King Princess,Talia,66,1,Talia,1,2018-04-13
6,City Girls,How To Pimp A N**ga,65,13,PERIOD,16,2018-05-11
7,Madison Beer,Hurts Like Hell (feat. Offset),68,1,Hurts Like Hell (feat. Offset),1,2018-11-09
8,Clean Bandit,Symphony (feat. Zara Larsson),77,1,What Is Love? (Deluxe Edition),16,2018-11-30
9,Phum Viphurit,Lover Boy,71,1,Lover Boy,1,2018-03-22
10,BTS,Epiphany,76,13,Love Yourself 結 'Answer',26,2018-08-24
11,chloe moriondo,Silly Girl,68,6,Rabbit Hearted.,10,2018-07-31
12,Lauv,Never Not,76,17,I met you when I was 18. (the playlist),17,2018-05-31
13,BTS,Love Maze,74,6,Love Yourself 轉 'Tear',11,2018-05-18
14,Clean Bandit,I Miss You (feat. Julia Michaels),74,11,What Is Love? (Deluxe Edition),16,2018-11-30
15,Future,Realer N Realer,68,10,Future & Juice WRLD Present... WRLD ON DRUGS,16,2018-10-19
16,Diplo,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",70,1,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]",1,2018-05-15
17,Little Mix,Woman Like Me (feat. Nicki Minaj),73,2,LM5 (Deluxe),18,2018-11-16
18,Demi Lovato,Sober,71,1,Sober,1,2018-06-21
19,Joji,ATTENTION,70,1,BALLADS 1,12,2018-10-26
20,BTS,Anpanman,75,9,Love Yourself 轉 'Tear',11,2018-05-18
21,SHAED,Trampoline,67,2,MELT,7,2018-09-21
22,Point North,Hammer,66,1,Hammer,1,2018-04-06
23,keshi,2 soon,72,1,2 soon,1,2018-08-21
24,Joji,Demons,69,3,In Tongues (Deluxe),16,2018-02-14
25,Lukas Graham,Love Someone,73,4,3 (The Purple Album),10,2018-10-26
26,Nicki Minaj,Barbie Dreams,66,3,Queen,19,2018-08-10
27,Red Velvet,Bad Boy,73,1,The Perfect Red Velvet - The 2nd Album Repackage,12,2018-01-29
28,Queen Naija,Karma,64,1,Karma,1,2018-06-29
29,Jonas Blue,Perfect Strangers,78,2,Blue,15,2018-11-09
30,The Weeknd,I Was Never There,70,4,"My Dear Melancholy,",7,2018-03-30
31,Ariana Grande,successful,69,7,Sweetener,15,2018-08-17
32,Drake,Don’t Matter To Me (with Michael Jackson),71,10,Scorpion,25,2018-06-29
33,Teyana Taylor,Issues/Hold On,66,3,K.T.S.E.,8,2018-06-23
34,Lost Kings,When We Were Young,66,1,When We Were Young,1,2018-05-11
35,Justin Stone,Cannot Stop Me,68,1,Cannot Stop Me,1,2018-05-31
36,5 Seconds of Summer,Youngblood,72,1,Youngblood,1,2018-04-12
37,Ariana Grande,better off,67,12,Sweetener,15,2018-08-17
38,Young the Giant,Superposition,67,1,Mirror Master,12,2018-10-12
39,Eyedress,Cocaine Sunday,67,4,Sensitive G,20,2018-11-16
40,Justine Skye,Know Myself,68,1,Know Myself,1,2018-02-14
41,Troye Sivan,Dance To This (feat. Ariana Grande),71,6,Bloom,10,2018-08-31
42,Sure Sure,This Must Be The Place,65,4,Sure Sure,11,2018-01-12
43,The Neighbourhood,Void,71,6,Hard To Imagine The Neighbourhood Ever Changing,21,2018-11-02
44,Charlie Puth,Done for Me (feat. Kehlani),70,5,Voicenotes,13,2018-05-11
45,Poppy,Girls In Bikinis,68,9,Am I A Girl?,14,2018-10-31
46,Megan Thee Stallion,Hot Girl,65,2,Tina Snow,10,2018-12-21
47,Summer Walker,CPR,66,4,Last Day Of Summer,13,2018-10-19
48,Troye Sivan,My My My!,70,1,Bloom,10,2018-08-31
0,JayDaYoungan,Elimination,65,2,23,10,2018-07-15
1,tobi lou,Buff Baby,66,2,tobi lou and the Loop - EP,5,2018-04-27
2,boy pablo,Feeling Lonely,68,1,Soy Pablo,7,2018-10-05
3,Alec Benjamin,Outrunning Karma,69,9,Narrated For You,12,2018-11-16
4,Migos,Notice Me,69,20,Culture II,24,2018-01-26
5,Joji,R.I.P. (feat. Trippie Redd),67,10,BALLADS 1,12,2018-10-26
6,Drake,Jaded,68,3,Scorpion,25,2018-06-29
7,Blood Orange,Charcoal Baby,68,7,Negro Swan,16,2018-08-24
8,Rico Nasty,Smack a Bitch,65,1,Smack a Bitch,1,2018-01-17
9,Niykee Heaton,Starting Over,66,3,Starting Over,3,2018-10-05
10,Alan Walker,Darkside,76,11,Different World,15,2018-12-14
11,Lennon Stella,La Di Da,65,4,"Love, me",5,2018-11-17
12,G-Eazy,1942 (feat. Yo Gotti & YBN Nahmir),65,1,1942 (feat. Yo Gotti & YBN Nahmir),1,2018-04-13
13,mike.,Mirrors on the Ceiling,64,11,4THEHOMIES,23,2018-11-12
14,The Neighbourhood,Scary Love,72,4,Hard To Imagine The Neighbourhood Ever Changing,21,2018-11-02
15,Ariana Grande,sweetener,68,6,Sweetener,15,2018-08-17
16,Ozuna,El Farsante - Remix,72,1,El Farsante (Remix),1,2018-01-30
17,Maroon 5,Wait,62,3,Red Pill Blues (Deluxe),16,2018-06-15
18,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",76,1,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",1,2018-01-19
19,Noah Cyrus,Live or Die,67,1,Live or Die,1,2018-08-20
20,I DONT KNOW HOW BUT THEY FOUND ME,Do It All The Time,68,1,Do It All The Time,1,2018-08-24
21,Dua Lipa,Kiss and Make Up,76,20,Dua Lipa (Complete Edition),25,2018-10-19
22,The Neighbourhood,Nervous,71,19,Hard To Imagine The Neighbourhood Ever Changing,21,2018-11-02
23,Lauv,There's No Way (feat. Julia Michaels),70,1,There's No Way,6,2018-09-27
24,Hippo Campus,Bambi,62,4,Bambi,10,2018-09-28
25,Jameson Rodgers,Some Girls,64,1,Jameson Rodgers,5,2018-01-19
26,mxmtoon,cliché,66,1,plum blossom,7,2018-12-07
27,BTS,134340,70,4,Love Yourself 轉 'Tear',11,2018-05-18
28,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,74,1,Girls Like You (feat. Cardi B),1,2018-05-30
29,The Chainsmokers,Sick Boy,72,6,Sick Boy,10,2018-12-14
30,EVAN GIIA,WESTWORLD,64,1,WESTWORLD,1,2018-03-06
31,iamjakehill,Stay,68,5,Solace,7,2018-04-15
32,Bhad Bhabie,Gucci Flip Flops (feat. Lil Yachty),67,3,15,15,2018-09-18
33,The Mowgli's,I Feel Good About This,66,1,I Was Starting to Wonder,4,2018-08-17
34,NF,NO NAME,66,1,NO NAME,1,2018-01-19
35,Jukebox The Ghost,Fred Astaire,64,4,Off To The Races,10,2018-03-30
36,Morgan Evans,Kiss Somebody,64,2,Things That We Drink To,11,2018-10-12
37,SiR,D'Evils,67,4,November,11,2018-01-19
38,Kygo,Remind Me to Forget,70,1,Remind Me to Forget,1,2018-03-16
39,Nipsey Hussle,Hussle & Motivate,66,7,Victory Lap,16,2018-02-16
40,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),69,1,Close To Me (feat. Swae Lee),1,2018-10-24
41,Beach Bunny,Painkiller,66,2,Prom Queen,5,2018-08-10
42,Jay Rock,WIN,67,13,Redemption,15,2018-06-15
43,Conan Gray,Generation Why,67,2,Sunset Season,5,2018-11-16
44,Arlie,didya think,64,5,Wait,6,2018-09-19
45,BTS,Trivia 轉 : Seesaw,73,11,Love Yourself 結 'Answer',26,2018-08-24
46,Ellise,Nightmares,68,2,Can You Keep a Secret?,4,2018-10-12
47,Briston Maroney,Freakin' Out On the Interstate,65,3,Carnival,5,2018-11-16
48,Loote,Your Side Of The Bed,67,1,single.,7,2018-06-15
0,The Weeknd,Privilege,69,6,"My Dear Melancholy,",7,2018-03-30
1,Selena Gomez,Back To You,72,1,13 Reasons Why (Season 2),20,2018-05-18
2,Doobie,Icy Titties,63,1,Icy Titties,1,2018-05-25
3,TWICE,YES or YES,72,1,YES or YES,7,2018-11-05
4,Calum Scott,You Are The Reason - Duet Version,73,15,Only Human (Special Edition),19,2018-11-30
5,Oscar Lang,fall into u,65,4,To Whom It May Concern,6,2018-08-17
6,Mat Kearney,Wanted Man,65,8,CRAZYTALK,13,2018-05-04
7,Ryan Trey,Mutual Butterflies,66,3,august,13,2018-08-31
8,Joji,NO FUN,67,8,BALLADS 1,12,2018-10-26
9,BTS,Paradise,71,5,Love Yourself 轉 'Tear',11,2018-05-18
10,Cigarettes After Sex,Crush,62,1,Crush,2,2018-07-10
11,Joji,I Don't Wanna Waste My Time,67,8,In Tongues (Deluxe),16,2018-02-14
12,Haley Heynderickx,The Bug Collector,65,2,I Need to Start a Garden,8,2018-03-02
13,Alan Walker,Lily,76,4,Different World,15,2018-12-14
14,Flipp Dinero,Leave Me Alone,68,1,Leave Me Alone,1,2018-09-04
15,Simple Plan,Perfect,71,12,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",19,2018-04-06
16,Lukas Graham,Love Someone,70,1,Love Someone,1,2018-09-07
17,Ozuna,Vaina Loca,75,3,Aura,20,2018-08-24
18,Ella Mai,Boo'd Up,65,8,Ella Mai,16,2018-10-12
19,Her's,She Needs Him,65,8,Invitation to Her's,11,2018-08-24
20,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,76,1,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],1,2018-12-21
21,Martin Garrix,Ocean (feat. Khalid),71,1,Ocean (feat. Khalid),1,2018-06-15
22,Rich The Kid,New Freezer (feat. Kendrick Lamar),67,2,The World Is Yours,15,2018-03-30
23,Jess Glynne,I'll Be There,72,3,Always in Between (Deluxe),17,2018-10-12
24,Conan Gray,Greek God,66,4,Sunset Season,5,2018-11-16
25,Kygo,Born To Be Yours,60,1,Born To Be Yours,1,2018-06-15
26,NF,WHY,66,1,WHY,1,2018-06-18
27,VIC MENSA,Reverse (feat. G-Eazy),67,5,HOOLIGANS,8,2018-12-14
28,Lady Gaga,Always Remember Us This Way,73,17,A Star Is Born Soundtrack,34,2018-10-05
29,AJ Mitchell,I Don't Want You Back,66,4,Hopeful,6,2018-07-20
30,The Neighbourhood,Compass,72,16,Hard To Imagine The Neighbourhood Ever Changing,21,2018-11-02
31,Hailee Steinfeld,Capital Letters,72,1,Fifty Shades Freed (Original Motion Picture Soundtrack),22,2018-02-09
32,Khalid,The Ways (with Swae Lee),65,4,Black Panther The Album Music From And Inspired By,14,2018-02-09
33,Tory Lanez,FeRRis WhEEL (feat. Trippie Redd),65,10,LoVE me NOw (ReLoAdeD),17,2018-10-26
34,Caroline Rose,Jeannie Becomes A Mom,65,4,LONER,11,2018-02-23
35,Ben Rector,Love Like This,65,13,Magic,13,2018-06-22
36,girl in red,4am,66,1,4am,1,2018-08-10
37,Sam Smith,"Fire On Fire - From ""Watership Down""",72,1,"Fire On Fire (From ""Watership Down"")",1,2018-12-21
38,Ray LaMontagne,Such A Simple Thing,68,7,Part Of The Light,9,2018-05-18
39,Clean Bandit,Solo (feat. Demi Lovato),74,1,Solo (feat. Demi Lovato),1,2018-05-17
40,Drake,Can’t Take A Joke,67,9,Scorpion,25,2018-06-29
41,Kacey Musgraves,Space Cowboy,63,7,Golden Hour,13,2018-03-30
42,Peach Pit,Peach Pit,66,1,Sweet FA,4,2018-06-27
43,Janelle Monáe,Make Me Feel,66,8,Dirty Computer,14,2018-04-27
44,Childish Gambino,Summertime Magic,66,1,Summer Pack,2,2018-07-11
45,Current Joys,Become the Warm Jets,66,1,A Different Age,9,2018-03-02
46,Kailee Morgue,Siren,66,1,Siren,1,2018-08-24
47,Dax,She Cheated Again,68,1,She Cheated Again,1,2018-11-01
48,Becky G,Sin Pijama,72,1,Sin Pijama,1,2018-04-20
0,Ozuna,La Modelo,69,16,Aura,20,2018-08-24
1,Poo Bear,Hard 2 Face Reality,75,1,Hard 2 Face Reality,1,2018-04-06
2,Cher Lloyd,None Of My Business,68,1,None Of My Business,1,2018-10-19
3,DJ Khaled,No Brainer,70,1,No Brainer,1,2018-07-27
4,Gryffin,Tie Me Down (with Elley Duhé),71,1,Tie Me Down (with Elley Duhé),1,2018-08-03
5,SNBRN,Move All Night,66,1,Move All Night,1,2018-10-12
6,Ava Max,Not Your Barbie Girl,71,1,Not Your Barbie Girl,1,2018-08-13
7,Sia,Santa's Coming for Us,72,1,Everyday Is Christmas (Deluxe Edition),13,2018-11-01
8,6LACK,Seasons (feat. Khalid),67,13,East Atlanta Love Letter,14,2018-09-14
9,Katy Perry,Cozy Little Christmas,69,1,Cozy Little Christmas,1,2018-11-15
10,Jason Mraz,Have It All,67,2,Know.,10,2018-08-10
11,Piso 21,Te Vi,78,1,Te Vi,1,2018-12-14
12,Cuco,Drown,64,1,Drown,1,2018-08-01
13,The Rose,She's In The Rain,70,2,Dawn,5,2018-10-04
14,Becky G,Bubalu,71,1,Bubalu,1,2018-11-06
15,Christian French,superstars,63,1,superstars,1,2018-06-01
16,Trevor Daniel,Falling,70,1,Falling,1,2018-10-05
17,Future,Jet Lag (feat. Young Scooter),65,1,Future & Juice WRLD Present... WRLD ON DRUGS,16,2018-10-19
18,Shoffy,Cool Again,65,1,Lenses,12,2018-11-16
19,BLACKPINK,Forever Young,70,2,SQUARE UP,4,2018-06-15
20,TWICE,Dance The Night Away,71,1,Summer Nights,9,2018-07-09
21,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),66,18,Championships,19,2018-11-30
22,Mat Kearney,Kings & Queens,63,3,CRAZYTALK,13,2018-05-04
23,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",67,4,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),13,2018-12-14
24,Pat Barrett,Build My Life,64,8,Pat Barrett,12,2018-07-20
25,Destroy Boys,Crybaby,65,7,Make Room,10,2018-10-19
26,Ruel,Younger,66,1,Younger,1,2018-06-05
27,Janelle Monáe,I Like That,63,10,Dirty Computer,14,2018-04-27
28,Yoshiki,Red Swan,69,1,Red Swan,2,2018-10-03
29,BTS,Answer : Love Myself,73,16,Love Yourself 結 'Answer',26,2018-08-24
30,Lil Wayne,Don't Cry (feat. XXXTENTACION),65,2,Tha Carter V,23,2018-09-28
31,Quavo,FLIP THE SWITCH (feat. Drake),67,4,QUAVO HUNCHO,19,2018-10-12
32,AJ Mitchell,Used to Be,66,1,Used to Be,1,2018-05-25
33,5 Seconds of Summer,Lie To Me,70,3,Youngblood (Deluxe),16,2018-06-15
34,Anna Clendening,Boys Like You,67,1,Boys Like You,1,2018-06-01
35,Clairo,Heaven,62,1,Heaven,1,2018-09-07
36,David Guetta,Say My Name,64,5,7,27,2018-09-14
37,Ella Mai,Whatchamacallit (feat. Chris Brown),67,5,Ella Mai,16,2018-10-12
38,BTS,So What,72,10,Love Yourself 轉 'Tear',11,2018-05-18
39,Layton Greene,Myself,62,1,Myself,1,2018-05-11
40,BETWEEN FRIENDS,iloveyou,64,1,we just need some time together,5,2018-04-05
41,iamjakehill,Rip X,67,1,Rip X,1,2018-06-21
42,SHAUN,Way Back Home,75,1,Take,4,2018-06-27
43,Madison Beer,Dead,67,1,As She Pleases,7,2018-02-02
44,LANCO,Born to Love You,62,1,Hallelujah Nights,11,2018-01-19
45,Tiësto,BOOM,72,1,BOOM,1,2018-01-26
46,Abhi The Nomad,Sex n' Drugs,66,4,Marbled,12,2018-02-09
47,Wallows,1980s Horror Film II,64,1,1980s Horror Film II,1,2018-10-11
48,Future,7 Am Freestyle,64,7,Future & Juice WRLD Present... WRLD ON DRUGS,16,2018-10-19
0,Bhad Bhabie,Geek'd (feat. Lil Baby),66,5,15,15,2018-09-18
1,BTS,Let Go,73,11,FACE YOURSELF,12,2018-04-04
2,RaeLynn,Queens Don't,63,1,Queens Don't,1,2018-03-16
3,Julien Baker,Me & My Dog,63,2,boygenius,6,2018-10-26
4,Omar Apollo,Ugotme,63,4,Stereo,7,2018-05-30
5,girl in red,forget her,67,2,we fell in love in october / forget her,2,2018-11-21
6,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",66,9,Black Panther The Album Music From And Inspired By,14,2018-02-09
7,BTS,I'm Fine,72,14,Love Yourself 結 'Answer',26,2018-08-24
8,Vance Joy,Lay It on Me,63,2,Nation of Two,13,2018-02-23
9,Jonas Blue,Fast Car,75,5,Blue,15,2018-11-09
10,Lauren Alaina,Ladies In The '90s,63,1,Ladies In The '90s,1,2018-10-05
11,Bohnes,Raging on a Sunday,67,3,206: Act II,8,2018-11-23
12,PRETTYMUCH,Summer on You,65,1,Summer on You,1,2018-06-21
13,James Smith,Tell Me That You Love Me,71,1,Tell Me That You Love Me,1,2018-12-06
14,Madison Beer,Home with You,67,5,As She Pleases,7,2018-02-02
15,PENTAGON,Shine,69,2,Positive,6,2018-04-02
16,Justin Stone,Next,65,1,Next,1,2018-12-07
17,Nao,Drive and Disconnect,71,10,Saturn,13,2018-10-26
18,Shawn Mendes,Perfectly Wrong,70,12,Shawn Mendes,14,2018-05-25
19,Nico Collins,Hate Me,67,1,Hate Me,1,2018-09-07
20,Nicki Minaj,Chun Swae (feat. Swae Lee),64,9,Queen,19,2018-08-10
21,iyla,Juice,63,3,War + Raindrops - EP,5,2018-10-12
22,Maroon 5,Moves Like Jagger,60,20,Skiing Workout Mix,28,2018-02-02
23,88rising,History,67,7,Head In The Clouds,17,2018-07-20
24,Cavetown,Green,64,2,Lemon Boy,13,2018-01-01
25,Kygo,Happy Now,72,1,Happy Now,1,2018-10-26
26,Brent Faiyaz,Make Luv,64,1,Make Luv,1,2018-02-09
27,Vansire,That I Miss You,63,1,That I Miss You,1,2018-07-17
28,Arizona Zervas,No I in Team,64,1,No I in Team,1,2018-09-13
29,Nicki Minaj,Bed (feat. Ariana Grande),67,6,Queen,19,2018-08-10
30,Simple Plan,I'd Do Anything,64,1,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",19,2018-04-06
31,Jake Scott,Tuesdays,62,1,Tuesdays,1,2018-01-26
32,Nicki Minaj,Good Form,64,12,Queen,19,2018-08-10
33,Dan + Shay,Speechless,62,1,Speechless,1,2018-05-18
34,Simple Plan,Addicted,65,7,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",19,2018-04-06
35,Trevor Daniel,Falling (feat. blackbear) - blackbear Remix,66,1,Falling (feat. blackbear) [blackbear Remix],1,2018-12-14
36,Travis Denning,David Ashley Parker From Powder Springs,61,1,David Ashley Parker From Powder Springs,1,2018-03-16
37,George Ezra,Hold My Girl,73,8,Staying at Tamara's,11,2018-03-23
38,Kim Petras,Heart to Break,64,1,Heart to Break,1,2018-02-14
39,The Lumineers,Walls,60,1,Walls,1,2018-10-02
40,Jon Bellion,Blu,62,6,Glory Sound Prep,10,2018-11-09
41,JayDaYoungan,Thot Thot,61,5,Forever 23,16,2018-12-07
42,Conan Gray,Idle Town,64,1,Sunset Season,5,2018-11-16
43,Phoebe Bridgers,Friday I’m In Love - Recorded at Spotify Studios NYC,67,2,Spotify Singles,2,2018-12-05
44,Nipsey Hussle,Last Time That I Checc'd (feat. YG),64,3,Victory Lap,16,2018-02-16
45,Dominic Fike,Westcoast Collective,63,4,"Don't Forget About Me, Demos",6,2018-10-16
46,Why Don't We,Trust Fund Baby,66,1,Trust Fund Baby,1,2018-02-01
47,MKTO,How Can I Forget,64,1,How Can I Forget,1,2018-09-07
48,Drake,Emotionless,66,4,Scorpion,25,2018-06-29
0,Migos,Open It Up,70,16,Culture II,24,2018-01-26
1,Chase Atlantic,Numb to the Feeling,67,1,Numb to the Feeling,1,2018-04-06
2,Phoebe Bridgers,Motion Sickness,64,2,Stranger in the Alps (Deluxe Edition),13,2018-10-02
3,Adam Melchor,Real Estate,65,1,Real Estate,1,2018-12-04
4,Julien Baker,Souvenir,63,3,boygenius,6,2018-10-26
5,Younger Hunger,Dead Inside,65,1,Dead Inside,1,2018-10-12
6,Martin Garrix,High On Life (feat. Bonn),73,1,High On Life (feat. Bonn),1,2018-07-29
